feature_path,emotion,split
features_logmel\train\7402.npy,happy,train
features_logmel\train\7403.npy,neutral,train
features_logmel\train\7404.npy,angry,train
features_logmel\train\7405.npy,angry,train
features_logmel\train\7406.npy,happy,train
features_logmel\train\7407.npy,sad,train
features_logmel\train\7408.npy,angry,train
features_logmel\train\7409.npy,sad,train
features_logmel\train\7410.npy,sad,train
features_logmel\train\7411.npy,neutral,train
features_logmel\train\7412.npy,happy,train
features_logmel\train\7413.npy,sad,train
features_logmel\train\7414.npy,sad,train
features_logmel\train\7415.npy,sad,train
features_logmel\train\7416.npy,neutral,train
features_logmel\train\7417.npy,neutral,train
features_logmel\train\7418.npy,neutral,train
features_logmel\train\7419.npy,sad,train
features_logmel\train\7420.npy,happy,train
features_logmel\train\7421.npy,neutral,train
features_logmel\train\7422.npy,sad,train
features_logmel\train\7423.npy,angry,train
features_logmel\train\7424.npy,sad,train
features_logmel\train\7425.npy,angry,train
features_logmel\train\7426.npy,sad,train
features_logmel\train\7427.npy,sad,train
features_logmel\train\7428.npy,happy,train
features_logmel\train\7429.npy,sad,train
features_logmel\train\7430.npy,happy,train
features_logmel\train\7431.npy,happy,train
features_logmel\train\7432.npy,neutral,train
features_logmel\train\7433.npy,happy,train
features_logmel\train\7434.npy,happy,train
features_logmel\train\7435.npy,happy,train
features_logmel\train\7436.npy,sad,train
features_logmel\train\7437.npy,angry,train
features_logmel\train\7438.npy,happy,train
features_logmel\train\7439.npy,sad,train
features_logmel\train\7440.npy,neutral,train
features_logmel\train\7441.npy,happy,train
features_logmel\train\7442.npy,neutral,train
features_logmel\train\7443.npy,happy,train
features_logmel\train\7444.npy,sad,train
features_logmel\train\7445.npy,neutral,train
features_logmel\train\7446.npy,happy,train
features_logmel\train\7447.npy,happy,train
features_logmel\train\7448.npy,happy,train
features_logmel\train\7449.npy,angry,train
features_logmel\train\7450.npy,neutral,train
features_logmel\train\7451.npy,neutral,train
features_logmel\train\7452.npy,sad,train
features_logmel\train\7453.npy,sad,train
features_logmel\train\7454.npy,sad,train
features_logmel\train\7455.npy,sad,train
features_logmel\train\7456.npy,sad,train
features_logmel\train\7457.npy,happy,train
features_logmel\train\7458.npy,neutral,train
features_logmel\train\7459.npy,angry,train
features_logmel\train\7460.npy,happy,train
features_logmel\train\7461.npy,sad,train
features_logmel\train\7462.npy,neutral,train
features_logmel\train\7463.npy,happy,train
features_logmel\train\7464.npy,angry,train
features_logmel\train\7465.npy,angry,train
features_logmel\train\7466.npy,happy,train
features_logmel\train\7467.npy,angry,train
features_logmel\train\7468.npy,neutral,train
features_logmel\train\7469.npy,angry,train
features_logmel\train\7470.npy,neutral,train
features_logmel\train\7471.npy,happy,train
features_logmel\train\7472.npy,happy,train
features_logmel\train\7473.npy,sad,train
features_logmel\train\7474.npy,angry,train
features_logmel\train\7475.npy,happy,train
features_logmel\train\7476.npy,happy,train
features_logmel\train\7477.npy,happy,train
features_logmel\train\7478.npy,angry,train
features_logmel\train\7479.npy,neutral,train
features_logmel\train\7480.npy,sad,train
features_logmel\train\7481.npy,angry,train
features_logmel\train\7482.npy,neutral,train
features_logmel\train\7483.npy,angry,train
features_logmel\train\7484.npy,sad,train
features_logmel\train\7485.npy,angry,train
features_logmel\train\7486.npy,angry,train
features_logmel\train\7487.npy,sad,train
features_logmel\train\7488.npy,neutral,train
features_logmel\train\7489.npy,happy,train
features_logmel\train\7490.npy,angry,train
features_logmel\train\7491.npy,angry,train
features_logmel\train\7492.npy,neutral,train
features_logmel\train\7493.npy,happy,train
features_logmel\train\7494.npy,happy,train
features_logmel\train\7495.npy,sad,train
features_logmel\train\7496.npy,angry,train
features_logmel\train\7497.npy,angry,train
features_logmel\train\7498.npy,angry,train
features_logmel\train\7499.npy,sad,train
features_logmel\train\7500.npy,angry,train
features_logmel\train\7501.npy,neutral,train
features_logmel\train\7502.npy,angry,train
features_logmel\train\7503.npy,neutral,train
features_logmel\train\7504.npy,happy,train
features_logmel\train\7505.npy,neutral,train
features_logmel\train\7506.npy,happy,train
features_logmel\train\7507.npy,sad,train
features_logmel\train\7508.npy,happy,train
features_logmel\train\7509.npy,happy,train
features_logmel\train\7510.npy,angry,train
features_logmel\train\7511.npy,sad,train
features_logmel\train\7512.npy,angry,train
features_logmel\train\7513.npy,neutral,train
features_logmel\train\7514.npy,sad,train
features_logmel\train\7515.npy,happy,train
features_logmel\train\7516.npy,happy,train
features_logmel\train\7517.npy,neutral,train
features_logmel\train\7518.npy,angry,train
features_logmel\train\7519.npy,sad,train
features_logmel\train\7520.npy,neutral,train
features_logmel\train\7521.npy,happy,train
features_logmel\train\7522.npy,angry,train
features_logmel\train\7523.npy,happy,train
features_logmel\train\7524.npy,angry,train
features_logmel\train\7525.npy,sad,train
features_logmel\train\7526.npy,neutral,train
features_logmel\train\7527.npy,sad,train
features_logmel\train\7528.npy,angry,train
features_logmel\train\7529.npy,happy,train
features_logmel\train\7530.npy,angry,train
features_logmel\train\7531.npy,angry,train
features_logmel\train\7532.npy,happy,train
features_logmel\train\7533.npy,neutral,train
features_logmel\train\7534.npy,happy,train
features_logmel\train\7535.npy,angry,train
features_logmel\train\7536.npy,happy,train
features_logmel\train\7537.npy,happy,train
features_logmel\train\7538.npy,angry,train
features_logmel\train\7539.npy,angry,train
features_logmel\train\7540.npy,neutral,train
features_logmel\train\7541.npy,sad,train
features_logmel\train\7542.npy,neutral,train
features_logmel\train\7543.npy,sad,train
features_logmel\train\7544.npy,neutral,train
features_logmel\train\7545.npy,angry,train
features_logmel\train\7546.npy,angry,train
features_logmel\train\7547.npy,sad,train
features_logmel\train\7548.npy,neutral,train
features_logmel\train\7549.npy,neutral,train
features_logmel\train\7550.npy,neutral,train
features_logmel\train\7551.npy,happy,train
features_logmel\train\7552.npy,angry,train
features_logmel\train\7553.npy,angry,train
features_logmel\train\7554.npy,neutral,train
features_logmel\train\7555.npy,sad,train
features_logmel\train\7556.npy,neutral,train
features_logmel\train\7557.npy,angry,train
features_logmel\train\7558.npy,happy,train
features_logmel\train\7559.npy,happy,train
features_logmel\train\7560.npy,angry,train
features_logmel\train\7561.npy,sad,train
features_logmel\train\7562.npy,neutral,train
features_logmel\train\7563.npy,angry,train
features_logmel\train\7564.npy,neutral,train
features_logmel\train\7565.npy,happy,train
features_logmel\train\7566.npy,angry,train
features_logmel\train\7567.npy,happy,train
features_logmel\train\7568.npy,happy,train
features_logmel\train\7569.npy,sad,train
features_logmel\train\7570.npy,angry,train
features_logmel\train\7571.npy,neutral,train
features_logmel\train\7572.npy,happy,train
features_logmel\train\7573.npy,neutral,train
features_logmel\train\7574.npy,angry,train
features_logmel\train\7575.npy,happy,train
features_logmel\train\7576.npy,angry,train
features_logmel\train\7577.npy,neutral,train
features_logmel\train\7578.npy,angry,train
features_logmel\train\7579.npy,happy,train
features_logmel\train\7580.npy,neutral,train
features_logmel\train\7581.npy,neutral,train
features_logmel\train\7582.npy,happy,train
features_logmel\train\7583.npy,happy,train
features_logmel\train\7584.npy,sad,train
features_logmel\train\7585.npy,angry,train
features_logmel\train\7586.npy,neutral,train
features_logmel\train\7587.npy,angry,train
features_logmel\train\7588.npy,happy,train
features_logmel\train\7589.npy,sad,train
features_logmel\train\7590.npy,angry,train
features_logmel\train\7591.npy,sad,train
features_logmel\train\7592.npy,neutral,train
features_logmel\train\7593.npy,sad,train
features_logmel\train\7594.npy,sad,train
features_logmel\train\7595.npy,sad,train
features_logmel\train\7596.npy,happy,train
features_logmel\train\7597.npy,happy,train
features_logmel\train\7598.npy,happy,train
features_logmel\train\7599.npy,angry,train
features_logmel\train\7600.npy,happy,train
features_logmel\train\7601.npy,neutral,train
features_logmel\train\7602.npy,sad,train
features_logmel\train\7603.npy,sad,train
features_logmel\train\7604.npy,angry,train
features_logmel\train\7605.npy,angry,train
features_logmel\train\7606.npy,angry,train
features_logmel\train\7607.npy,neutral,train
features_logmel\train\7608.npy,angry,train
features_logmel\train\7609.npy,sad,train
features_logmel\train\7610.npy,neutral,train
features_logmel\train\7611.npy,angry,train
features_logmel\train\7612.npy,neutral,train
features_logmel\train\7613.npy,sad,train
features_logmel\train\7614.npy,happy,train
features_logmel\train\7615.npy,happy,train
features_logmel\train\7616.npy,happy,train
features_logmel\train\7617.npy,happy,train
features_logmel\train\7618.npy,sad,train
features_logmel\train\7619.npy,sad,train
features_logmel\train\7620.npy,angry,train
features_logmel\train\7621.npy,neutral,train
features_logmel\train\7622.npy,sad,train
features_logmel\train\7623.npy,angry,train
features_logmel\train\7624.npy,neutral,train
features_logmel\train\7625.npy,neutral,train
features_logmel\train\7626.npy,happy,train
features_logmel\train\7627.npy,neutral,train
features_logmel\train\7628.npy,neutral,train
features_logmel\train\7629.npy,angry,train
features_logmel\train\7630.npy,sad,train
features_logmel\train\7631.npy,happy,train
features_logmel\train\7632.npy,sad,train
features_logmel\train\7633.npy,angry,train
features_logmel\train\7634.npy,happy,train
features_logmel\train\7635.npy,neutral,train
features_logmel\train\7636.npy,neutral,train
features_logmel\train\7637.npy,sad,train
features_logmel\train\7638.npy,angry,train
features_logmel\train\7639.npy,neutral,train
features_logmel\train\7640.npy,neutral,train
features_logmel\train\7641.npy,happy,train
features_logmel\train\7642.npy,neutral,train
features_logmel\train\7643.npy,neutral,train
features_logmel\train\7644.npy,angry,train
features_logmel\train\7645.npy,sad,train
features_logmel\train\7646.npy,neutral,train
features_logmel\train\7647.npy,neutral,train
features_logmel\train\7648.npy,angry,train
features_logmel\train\7649.npy,happy,train
features_logmel\train\7650.npy,neutral,train
features_logmel\train\7651.npy,happy,train
features_logmel\train\7652.npy,neutral,train
features_logmel\train\7653.npy,angry,train
features_logmel\train\7654.npy,sad,train
features_logmel\train\7655.npy,happy,train
features_logmel\train\7656.npy,angry,train
features_logmel\train\7657.npy,angry,train
features_logmel\train\7658.npy,angry,train
features_logmel\train\7659.npy,sad,train
features_logmel\train\7660.npy,sad,train
features_logmel\train\7661.npy,neutral,train
features_logmel\train\7662.npy,neutral,train
features_logmel\train\7663.npy,happy,train
features_logmel\train\7664.npy,angry,train
features_logmel\train\7665.npy,neutral,train
features_logmel\train\7666.npy,angry,train
features_logmel\train\7667.npy,happy,train
features_logmel\train\7668.npy,sad,train
features_logmel\train\7669.npy,happy,train
features_logmel\train\7670.npy,sad,train
features_logmel\train\7671.npy,angry,train
features_logmel\train\7672.npy,sad,train
features_logmel\train\7673.npy,neutral,train
features_logmel\train\7674.npy,sad,train
features_logmel\train\7675.npy,happy,train
features_logmel\train\7676.npy,happy,train
features_logmel\train\7677.npy,happy,train
features_logmel\train\7678.npy,neutral,train
features_logmel\train\7679.npy,angry,train
features_logmel\train\7680.npy,neutral,train
features_logmel\train\7681.npy,happy,train
features_logmel\train\7682.npy,sad,train
features_logmel\train\7683.npy,angry,train
features_logmel\train\7684.npy,angry,train
features_logmel\train\7685.npy,neutral,train
features_logmel\train\7686.npy,happy,train
features_logmel\train\7687.npy,neutral,train
features_logmel\train\7688.npy,sad,train
features_logmel\train\7689.npy,sad,train
features_logmel\train\7690.npy,angry,train
features_logmel\train\7691.npy,angry,train
features_logmel\train\7692.npy,neutral,train
features_logmel\train\7693.npy,neutral,train
features_logmel\train\7694.npy,angry,train
features_logmel\train\7695.npy,neutral,train
features_logmel\train\7696.npy,angry,train
features_logmel\train\7697.npy,neutral,train
features_logmel\train\7698.npy,neutral,train
features_logmel\train\7699.npy,neutral,train
features_logmel\train\7700.npy,sad,train
features_logmel\train\7701.npy,happy,train
features_logmel\train\7702.npy,angry,train
features_logmel\train\7703.npy,happy,train
features_logmel\train\7704.npy,happy,train
features_logmel\train\7705.npy,happy,train
features_logmel\train\7706.npy,neutral,train
features_logmel\train\7707.npy,happy,train
features_logmel\train\7708.npy,neutral,train
features_logmel\train\7709.npy,neutral,train
features_logmel\train\7710.npy,sad,train
features_logmel\train\7711.npy,happy,train
features_logmel\train\7712.npy,sad,train
features_logmel\train\7713.npy,happy,train
features_logmel\train\7714.npy,neutral,train
features_logmel\train\7715.npy,neutral,train
features_logmel\train\7716.npy,happy,train
features_logmel\train\7717.npy,neutral,train
features_logmel\train\7718.npy,happy,train
features_logmel\train\7719.npy,neutral,train
features_logmel\train\7720.npy,sad,train
